sample_label,device_type,horizon_minutes,target_final_passed_bases,device_is_promethion,minimum_q_score_setting,planned_run_limit_hours,series_resolution_seconds,observed_through_seconds,observed_estimated_bases,observed_passed_bases,observed_failed_bases,observed_total_reads,observed_passed_reads,observed_failed_reads,observed_passed_base_fraction,observed_passed_read_fraction,observed_mean_passed_read_length,observed_mean_failed_read_length,observed_mean_estimated_read_length,observed_basecalling_completion_ratio,observed_average_estimated_bases_per_hour,observed_average_passed_bases_per_hour,observed_recent_estimated_bases_per_hour,observed_recent_passed_bases_per_hour,observed_qscore_lower,observed_qscore_mode,observed_qscore_upper,observed_translocation_q25,observed_translocation_median,observed_translocation_q75,observed_temperature,observed_target_temperature,pore_activity_sequencing_percent,pore_activity_pore_available_percent,pore_activity_unavailable_percent,pore_activity_inactive_percent,pore_activity_unclassified_percent,pore_scan_pore_available_count,pore_scan_reserved_pore_count,pore_scan_unavailable_count,pore_scan_saturated_count,pore_scan_zero_count,pore_scan_inactive_count
Sample130,MINION_MK1D,30,736386677,0,10,12.0,1800.0,1800.0,34487064.0,27451431.0,3719748.0,64944.0,41650.0,22982.0,0.8806670739018245,0.6413217541266322,659.0979831932773,161.8548429205465,531.0277161862527,0.9038513397371258,68974128.0,54902862.0,,,3.32471251,4.53087902,21.4791546,369.07077,399.456268,422.274506,34.87329177856445,0.0,42.910365017361116,10.357950651041667,9.599598958333333,29.741168359375003,7.390917013888889,927.0,13.0,340.0,96.0,587.0,85.0
Sample130,MINION_MK1D,60,736386677,0,10,12.0,1800.0,3600.0,86277628.0,70051512.0,8273798.0,154448.0,104117.0,49763.0,0.8943662272131447,0.6741233295348596,672.8153135414966,166.26405160460584,558.6192634414172,0.9078287363208455,86277628.0,70051512.0,103581128.0,85200162.0,3.54271388,17.625,21.9586544,368.149628,397.953247,420.116364,34.817077000935875,0.0,45.315877322048614,10.646390364583334,9.523205034722222,29.96178500434028,4.5527422743055554,927.0,13.0,340.0,96.0,587.0,85.0
Sample130,MINION_MK1D,120,736386677,0,10,12.0,1800.0,7200.0,188635889.0,152142464.0,16115025.0,314501.0,219696.0,94651.0,0.9042240253567554,0.6985542176336482,692.5135824047775,170.25731371036755,599.7942423076556,0.8919696558908787,94317944.5,76071232.0,101949284.0,77530292.0,3.78099656,17.8841286,21.9358101,370.115204,398.682129,420.20993,34.814523951212564,0.0,36.39380223524306,11.763403125,8.342918901909723,35.3557603515625,8.144115386284723,750.0,28.0,392.0,102.0,692.0,84.0
Sample131,MINION_MK1D,30,701530119,0,10,3.0,600.0,1800.0,102014280.0,99922910.0,6373260.0,38871.0,33259.0,5486.0,0.9400424305033757,0.8556250160788248,3004.387083195526,1161.7316806416331,2624.4315813845797,1.041973437444248,204028560.0,199845820.0,242134152.0,247773492.0,12.625,18.125,20.875,372.878235,399.716949,418.291595,35.18017082214355,0.0,48.449141015625,5.927955208333334,5.2486624348958335,37.630233138020834,2.744008203125,775.0,37.0,268.0,165.0,658.0,145.0
Sample131,MINION_MK1D,60,701530119,0,10,3.0,600.0,3600.0,225940243.0,221521019.0,12518747.0,82890.0,71938.0,10791.0,0.9465101712672196,0.8678730848111955,3079.332466846451,1160.1099990733019,2725.7840873446735,1.0358480759888358,225940243.0,221521019.0,245032608.0,240349182.0,12.625,18.625,20.875,371.296661,399.307343,418.342072,35.180677795410155,0.0,46.73070188802084,5.0022288411458335,4.6578651041666665,41.12832506510417,2.4808791015625,775.0,37.0,268.0,165.0,658.0,145.0
Sample131,MINION_MK1D,120,701530119,0,10,3.0,600.0,7200.0,461999057.0,450330519.0,26426617.0,168820.0,146271.0,22133.0,0.944570065124311,0.8664317024049283,3078.740960272371,1193.991641440383,2736.636992062552,1.0319439591410249,230999528.5,225165259.5,255096144.0,250201068.0,12.625,18.375,21.125,377.692352,403.397217,422.843079,35.17773666381836,0.0,46.50223346354167,4.5917796875,4.261911263020833,42.241589908854166,2.4024856770833334,667.0,26.0,292.0,196.0,710.0,157.0
Sample132,MINION_MK1D,30,669401391,0,10,3.0,600.0,1800.0,79394544.0,81179347.0,2132111.0,28986.0,25350.0,3214.0,0.9744079499845028,0.8745601324777479,3202.341104536489,663.3823895457374,2739.0652038915337,1.04933480063819,158789088.0,162358694.0,209763852.0,216474948.0,13.125,18.625,21.375,378.573822,402.004303,419.014587,34.9270378112793,0.0,40.060223828125004,6.5231773437500005,6.285442578125,44.13258990885417,2.9985663411458336,624.0,42.0,247.0,404.0,607.0,124.0
Sample132,MINION_MK1D,60,669401391,0,10,3.0,600.0,3600.0,191230952.0,194897445.0,5480988.0,62733.0,55766.0,6443.0,0.9726468167360107,0.8889420241340283,3494.9152709536274,850.6888095607636,3048.3310538313167,1.0478347302271445,191230952.0,194897445.0,225001740.0,229884294.0,14.625,18.375,21.125,378.796021,402.523102,418.375305,34.92428474426269,0.0,39.68608151041667,5.1172547526041665,5.529496940104167,47.24039212239583,2.4267746744791667,624.0,42.0,247.0,404.0,607.0,124.0
Sample132,MINION_MK1D,120,669401391,0,10,3.0,600.0,7200.0,417721491.0,424452629.0,14413651.0,126237.0,113420.0,12513.0,0.9671570780056286,0.8984687532181531,3742.3084905660376,1151.8941101254695,3309.025808598113,1.0506193467551326,208860745.5,212226314.5,257599092.0,264770310.0,14.375,18.375,21.125,380.378876,402.983398,419.490143,34.926903533935544,0.0,42.6551439453125,4.322581575520833,4.191811197916667,46.94688782552083,1.8835754557291668,511.0,47.0,311.0,481.0,582.0,116.0
Sample134,MINION_MK1D,30,238736835,0,10,12.0,1800.0,1800.0,12724952.0,11037379.0,1198238.0,23610.0,17404.0,5423.0,0.9020696708633492,0.73714527742482,634.1863364743737,220.95482205421354,538.9645065650149,0.9615452380488351,25449904.0,22074758.0,,,3.66835356,14.1861925,21.9602737,358.972443,390.429962,415.636536,35.40879859924316,0.0,13.098241514756944,6.598360438368056,3.3298424913194444,73.39215991753473,3.5813956380208336,236.0,99.0,335.0,199.0,1122.0,57.0
Sample134,MINION_MK1D,60,238736835,0,10,12.0,1800.0,3600.0,29895446.0,26004362.0,2751297.0,49850.0,38232.0,11018.0,0.9043215458911931,0.7669408224674023,680.1726825695753,249.70929388273734,599.7080441323972,0.9618742265962514,29895446.0,26004362.0,34340988.0,29933966.0,9.79022121,17.8574848,21.7918,363.460358,393.885864,419.813629,35.827199681599936,0.0,12.247052539062501,5.474262413194444,2.6044026909722224,78.51077213541667,1.1635102213541668,236.0,99.0,335.0,199.0,1122.0,57.0
Sample134,MINION_MK1D,120,238736835,0,10,12.0,1800.0,7200.0,69641939.0,60899447.0,6083770.0,104302.0,83552.0,20483.0,0.909174711629631,0.8010584648424767,728.8807808310992,297.01557389054335,667.6951448677878,0.9618229756641326,34820969.5,30449723.5,45747122.0,42239734.0,13.2466536,18.0348568,22.125,374.436798,402.552185,425.179443,35.9310188293457,0.0,13.338068424479168,5.256769835069445,3.0370443793402777,75.40608865017361,2.9620287109375,222.0,21.0,362.0,229.0,1166.0,48.0
Sample135,MINION_MK1D,30,837720401,0,10,12.0,1800.0,1800.0,54275593.0,48498762.0,5392491.0,151181.0,134359.0,17743.0,0.8999375464511838,0.8887294038272006,360.96399943435125,303.92216648819254,359.0106759447285,0.9929187323664985,108551186.0,96997524.0,,,11.375,15.2486563,20.125,368.202545,396.646912,420.956604,34.950365193684895,0.0,21.608156770833336,2.7474096571180557,4.317796050347223,67.81287825520833,3.513759266493056,281.0,31.0,212.0,960.0,466.0,98.0
Sample135,MINION_MK1D,60,837720401,0,10,12.0,1800.0,3600.0,114010307.0,103010211.0,10700986.0,313670.0,282284.0,33961.0,0.905893295626815,0.8999394267861128,364.9169311756954,315.09631636288685,363.4721426977397,0.9973764652699338,114010307.0,103010211.0,119469428.0,109022898.0,11.625,15.4579344,20.1249981,369.990723,397.816193,422.306091,35.07362251281738,0.0,21.976148524305557,2.4956253906250003,3.936757703993056,69.82836940104167,1.7630989800347223,281.0,31.0,212.0,960.0,466.0,98.0
Sample135,MINION_MK1D,120,837720401,0,10,12.0,1800.0,7200.0,220021275.0,201302866.0,19510662.0,604871.0,549833.0,60893.0,0.9116419080990364,0.9090086977223243,366.1163771545178,320.4089468411804,363.74908864865404,1.0036008017861,110010637.5,100651433.0,98409954.0,91482736.0,11.625,15.5563116,20.3063145,373.169495,401.157135,424.461273,35.187011591593425,0.0,17.57902052951389,2.918802821180556,3.5159739583333334,73.2105365451389,2.7756661458333336,220.0,27.0,234.0,977.0,491.0,99.0
Sample137,MINION_MK1D,30,171353128,0,10,12.0,1800.0,1800.0,16309359.0,3697482.0,6791328.0,69173.0,7445.0,61235.0,0.3525168250735784,0.10762869905888135,496.6396239086635,110.90598513921776,235.77637228398365,0.6431160170059412,32618718.0,7394964.0,,,3.375,4.21055937,5.625,359.315399,387.222504,412.9935,35.035173670450845,0.0,25.027982986111112,6.151460373263889,11.525910264756945,48.65535440538195,8.639291970486111,644.0,90.0,354.0,9.0,854.0,97.0
Sample137,MINION_MK1D,60,171353128,0,10,12.0,1800.0,3600.0,32063709.0,9709273.0,12115623.0,131825.0,18449.0,112554.0,0.44487144406094764,0.13995069220557557,526.2763835438235,107.64275814275814,243.2293495164043,0.6806728441803162,32063709.0,9709273.0,31508700.0,12023582.0,3.375,4.20470715,5.875,365.878601,395.750854,418.83136,35.462121454874676,0.0,24.875173567708334,5.778499479166667,11.535245833333335,52.10792408854167,5.70315703125,644.0,90.0,354.0,9.0,854.0,97.0
Sample137,MINION_MK1D,120,171353128,0,10,12.0,1800.0,7200.0,63188314.0,24944002.0,19970386.0,226062.0,44075.0,181392.0,0.5553677365035008,0.19496863692261415,565.9444583096994,110.0951861162565,279.51762790738826,0.7108021271148333,31594157.0,12472001.0,32174454.0,15303606.0,3.125,4.125,6.375,373.193115,402.747925,422.528503,35.63941345214844,0.0,20.297422200520835,8.09913127170139,9.444829014756944,55.04421814236111,7.114399370659722,496.0,66.0,403.0,12.0,990.0,81.0
Sample138,MINION_MK1D,30,100802561,0,10,12.0,1800.0,1800.0,7932593.0,1325049.0,2932637.0,34720.0,1651.0,32504.0,0.3112134149864504,0.04755184331797235,802.5735917625682,90.22388013782918,228.47330069124425,0.5367331968247961,15865186.0,2650098.0,,,3.375,4.28321,6.125,368.199707,392.266724,411.031097,34.92833633422852,0.0,32.72746293402778,8.703191341145834,17.113029296875002,29.65502109375,11.80129533420139,1318.0,2.0,144.0,6.0,470.0,108.0
Sample138,MINION_MK1D,60,100802561,0,10,12.0,1800.0,3600.0,19596881.0,3635968.0,6775481.0,77216.0,3923.0,73056.0,0.3492278548355757,0.0508055325321177,926.8335457557992,92.74366239597022,253.79300922088686,0.5312809216936103,19596881.0,3635968.0,23328576.0,4621838.0,3.375,4.4578805,6.125,366.490509,392.916046,409.840271,34.97890459696452,0.0,32.083392426215276,8.891988650173612,19.737728276909724,28.96311566840278,10.323774978298612,1318.0,2.0,144.0,6.0,470.0,108.0
Sample138,MINION_MK1D,120,100802561,0,10,12.0,1800.0,7200.0,42561374.0,9600188.0,12509383.0,139387.0,8620.0,129985.0,0.4342096009008949,0.061842209101279175,1113.7109048723898,96.23712736084933,305.34679704707037,0.5194750291661167,21280687.0,4800094.0,21117640.0,6264098.0,3.375,4.54408646,6.29428291,379.875092,401.492493,420.509949,35.18718694051107,0.0,25.937423198784725,8.615180164930557,16.746268728298613,36.80215824652778,11.898969661458334,846.0,18.0,350.0,7.0,736.0,91.0
Sample139,MINION_MK1D,30,11860724,0,10,12.0,1800.0,1800.0,2757137.0,1327291.0,339905.0,3036.0,945.0,1851.0,0.79612175173165,0.31126482213438733,1404.5407407407408,183.63317125877904,908.1478919631094,0.6046837716080122,5514274.0,2654582.0,,,2.45112252,4.22275496,6.125,364.917908,383.532959,400.420166,34.927538808186846,0.0,9.556290212673611,27.24099299045139,6.255031228298612,51.570975000000004,5.376710568576389,521.0,79.0,469.0,88.0,801.0,90.0
Sample139,MINION_MK1D,60,11860724,0,10,12.0,1800.0,3600.0,7074111.0,2267066.0,642671.0,5329.0,1666.0,3467.0,0.7791308973972562,0.3126290110714956,1360.7839135654262,185.36804153446784,1327.4743854381686,0.41132193147661944,7074111.0,2267066.0,8633948.0,1879550.0,2.125,3.04079509,6.20659,362.871704,387.263275,400.844116,34.926581319173174,0.0,8.081203797743056,26.438843359375003,6.161762934027778,56.64401677517361,2.6741731336805556,521.0,79.0,469.0,88.0,801.0,90.0
Sample139,MINION_MK1D,120,11860724,0,10,12.0,1800.0,7200.0,11765759.0,3685935.0,1056519.0,8843.0,2713.0,5832.0,0.7772210336673798,0.30679633608503903,1358.6196092886105,181.15895061728395,1330.516679859776,0.40307250896436003,5882879.5,1842967.5,2898634.0,1442464.0,2.02870274,2.99813437,5.91848469,378.028412,401.51712,417.432983,35.325405248006184,0.0,6.070837022569445,25.243258593750003,5.186977495659723,59.196355034722224,4.302571853298612,400.0,46.0,527.0,93.0,881.0,101.0
Sample140,MINION_MK1D,30,1183461474,0,10,3.0,600.0,1800.0,107166178.0,105312423.0,4225631.0,32807.0,28802.0,3569.0,0.9614231689746835,0.8779223946109062,3656.4274355947505,1183.9817876155787,3266.564391745664,1.0221326919021037,214332356.0,210624846.0,319782936.0,313807032.0,12.625,19.875,22.125,378.269501,400.30719,416.98111,34.93648567199707,0.0,69.80948391927083,13.619116601562501,6.78355703125,6.44606953125,3.3417729166666668,1668.0,0.0,75.0,65.0,168.0,72.0
Sample140,MINION_MK1D,60,1183461474,0,10,3.0,600.0,3600.0,299143591.0,294831767.0,11893301.0,77569.0,69129.0,7722.0,0.9612248810390679,0.8911936469465895,4264.950556206512,1540.1840196840196,3856.4837886268997,1.0253439392589228,299143591.0,294831767.0,408430608.0,403627566.0,14.125,19.875,22.125,379.146423,402.11377,418.137878,34.93862533569336,0.0,75.32076770833334,10.252415625000001,5.964637825520834,5.6622201171875,2.7999587239583335,1668.0,0.0,75.0,65.0,168.0,72.0
Sample140,MINION_MK1D,120,1183461474,0,10,3.0,600.0,7200.0,709366504.0,699804545.0,27522527.0,167455.0,151020.0,15718.0,0.9621593529795079,0.901854229494491,4633.853430009271,1751.0196589896934,4236.161977844794,1.0253191656199205,354683252.0,349902272.5,444207480.0,449479602.0,14.125,19.125,21.625,382.250183,405.293854,421.949432,34.94012641906738,0.0,77.53620514322917,9.586787239583334,4.971871484375,5.193564778645833,2.711571354166667,1558.0,14.0,154.0,65.0,192.0,65.0
Sample142,MINION_MK1D,30,157506739,0,10,6.0,1800.0,1800.0,28409677.0,10129254.0,6718435.0,32435.0,8546.0,23841.0,0.6012251294524726,0.26348080776938493,1185.26257898432,281.8017281154314,875.8956990904886,0.5930264184277773,56819354.0,20258508.0,,,3.47120237,5.3124733,11.230958,257.083557,318.318939,372.522278,35.48044726053874,0.0,20.830829296875002,26.945477278645836,19.40383376736111,21.284952408854167,11.53490724826389,1291.0,9.0,342.0,73.0,226.0,107.0
Sample142,MINION_MK1D,60,157506739,0,10,6.0,1800.0,3600.0,66115361.0,23453956.0,14419956.0,69606.0,20069.0,49419.0,0.6192641520632989,0.2883228457316898,1168.6659026359061,291.78971650579734,949.8514639542568,0.5728458776773525,66115361.0,23453956.0,75411368.0,26649404.0,3.625,5.875,12.1251078,262.325348,323.024933,375.230927,35.930887349446614,0.0,23.011648046875003,25.807665234375,21.344783984375002,20.385448415798614,9.450454318576389,1291.0,9.0,342.0,73.0,226.0,107.0
Sample142,MINION_MK1D,120,157506739,0,10,6.0,1800.0,7200.0,148277111.0,50245013.0,30538601.0,141402.0,42811.0,98418.0,0.6219703540373918,0.30276092275922545,1173.6472635537596,310.29487492125423,1048.6210308199318,0.5448151333350432,74138555.5,25122506.5,81982198.0,26568644.0,3.625,5.7598772,12.125,263.564758,325.275726,377.233643,35.9304017384847,0.0,20.507637782118056,20.62944826388889,20.14176974826389,25.568966341145835,13.152177864583335,1064.0,18.0,459.0,75.0,338.0,94.0
Sample143,MINION_MK1D,30,821509385,0,10,12.0,1800.0,1800.0,19294024.0,9891933.0,4890360.0,57908.0,4743.0,53026.0,0.6691744643405458,0.08190578158458243,2085.585705249842,92.2257005997058,333.18408510050426,0.7661591485529405,38588048.0,19783866.0,,,3.375,4.43209457,6.21142483,375.33255,398.767792,414.212,34.92790959676107,0.0,40.931753255208335,4.141346202256945,10.994322938368056,35.43709555121528,8.49548205295139,839.0,84.0,487.0,80.0,485.0,73.0
Sample143,MINION_MK1D,60,821509385,0,10,12.0,1800.0,3600.0,52212244.0,32684029.0,10097888.0,113930.0,13788.0,100020.0,0.7639683139958409,0.12102167997893443,2370.469176095155,100.95868826234754,458.2835425261125,0.8193847596360732,52212244.0,32684029.0,65836440.0,45584192.0,3.375,4.54176474,6.375,377.774841,398.604095,412.90979,34.92611897786458,0.0,44.8373078125,4.338812348090278,9.999384852430556,35.176840104166665,5.647654882812501,839.0,84.0,487.0,80.0,485.0,73.0
Sample143,MINION_MK1D,120,821509385,0,10,12.0,1800.0,7200.0,136817864.0,91803141.0,20023297.0,211052.0,36250.0,174759.0,0.8209430850332549,0.1717586187290336,2532.5004413793104,114.57662838537644,648.2661334647386,0.8173379903080492,68408932.0,45901570.5,86415174.0,60685448.0,3.46821976,4.81257391,6.75014734,380.787628,401.375977,416.216827,34.92638397216797,0.0,39.309215733506946,4.792086371527778,8.699344227430556,37.91430492621528,9.285048741319445,744.0,103.0,482.0,80.0,554.0,85.0
Sample144,MINION_MK1D,30,1157673582,0,10,12.0,1800.0,1800.0,77648229.0,49827429.0,7805021.0,79566.0,32387.0,46936.0,0.86457245874503,0.4070457230475329,1538.5009108592953,166.29071501619225,975.8971042907775,0.7422249128180374,155296458.0,99654858.0,,,3.625,4.96538734,7.125,365.048798,391.715576,413.256134,35.20220209757487,0.0,52.16586223958333,11.216919552951389,8.859938910590278,20.2245458984375,7.5327333984375,1309.0,68.0,257.0,74.0,253.0,87.0
Sample144,MINION_MK1D,60,1157673582,0,10,12.0,1800.0,3600.0,179679434.0,101120636.0,16578545.0,162621.0,65666.0,96499.0,0.8591447717890237,0.4037977874936201,1539.9237961806718,171.80017409506834,1104.8968706378635,0.6550509336533195,179679434.0,101120636.0,204062410.0,102586414.0,3.625,4.875,7.125,367.696106,395.109619,416.011292,35.4263500213623,0.0,58.98640310329861,11.260130381944444,9.162806814236111,15.804662348090279,4.785997352430556,1309.0,68.0,257.0,74.0,253.0,87.0
Sample144,MINION_MK1D,120,1157673582,0,10,12.0,1800.0,7200.0,378510112.0,221583018.0,35913065.0,324563.0,130963.0,194177.0,0.8605296648337754,0.4035056368101108,1691.9512992219177,184.95014857578394,1166.2146085659795,0.6802885176288236,189255056.0,110791509.0,184536376.0,140938784.0,3.625,4.875,7.125,372.182861,396.640198,417.305664,35.42545102437337,0.0,50.27391458333334,10.021012391493056,9.006907508680555,21.124227408854168,9.57393810763889,1191.0,102.0,277.0,77.0,314.0,87.0
Sample151,MINION_MK1D,30,68777413,0,10,12.0,1800.0,1800.0,10803245.0,1763661.0,4521341.0,43109.0,2070.0,40960.0,0.28061423051257584,0.048017815305388664,852.0101449275362,110.3843017578125,250.60300633278433,0.5817698293429427,21606490.0,3527322.0,,,3.375,4.43587,6.125,358.974915,391.220306,413.341766,34.93905601501465,0.0,18.163667491319444,3.855620138888889,8.170307790798612,63.03050258246528,6.779901996527778,361.0,86.0,633.0,155.0,696.0,117.0
Sample151,MINION_MK1D,60,68777413,0,10,12.0,1800.0,3600.0,25190080.0,5090541.0,9954808.0,92148.0,4955.0,87076.0,0.3383464883400179,0.05377219255979511,1027.35438950555,114.32321190684,273.36545557147195,0.5972727756323124,25190080.0,5090541.0,28773670.0,6653760.0,3.375,4.29250717,5.95749283,361.504669,394.771454,417.235657,35.06872685750326,0.0,18.114298133680556,3.2438457031250003,7.341284592013889,67.28906783854167,4.011503732638889,361.0,86.0,633.0,155.0,696.0,117.0
Sample151,MINION_MK1D,120,68777413,0,10,12.0,1800.0,7200.0,57981613.0,12853976.0,21539319.0,174631.0,11066.0,163541.0,0.37373493874314745,0.06336790146079448,1161.57382974878,131.70592695409715,332.02359833019335,0.5931758918124613,28990806.5,6426988.0,29724000.0,7895218.0,3.375,4.3079834,6.11202145,364.250763,399.927734,421.64679,35.302243041992185,0.0,16.165740993923613,2.3896816189236114,6.813046245659723,68.97876098090278,5.652770160590278,272.0,82.0,660.0,170.0,744.0,120.0
Sample154,MINION_MK1D,30,614592705,0,10,12.0,1800.0,1800.0,21173019.0,7940827.0,6983152.0,86751.0,6229.0,80210.0,0.5320851094738206,0.0718032068794596,1274.8157007545353,87.06086522877446,244.06656983781167,0.7048583388131848,42346038.0,15881654.0,,,3.375,4.53581285,6.125,378.000671,403.082947,418.162781,34.913734181722006,0.0,53.923201844618056,3.292273480902778,12.469801822916667,21.04440842013889,9.270314431423612,1474.0,5.0,150.0,55.0,283.0,81.0
Sample154,MINION_MK1D,60,614592705,0,10,12.0,1800.0,3600.0,49709697.0,22527532.0,13474168.0,165699.0,15408.0,149623.0,0.6257352291697337,0.09298788767584597,1462.067237798546,90.0541226950402,299.99998189488167,0.7242389749428567,49709697.0,22527532.0,57073356.0,29173410.0,3.375,4.625,6.125,379.742035,400.084686,413.417419,34.74000930786133,0.0,54.52671061197917,2.9035628038194448,14.608878515625001,20.73454592013889,7.2263021484375,1474.0,5.0,150.0,55.0,283.0,81.0
Sample154,MINION_MK1D,120,614592705,0,10,12.0,1800.0,7200.0,110058374.0,59554211.0,23365934.0,279779.0,36267.0,243083.0,0.7182116119068532,0.12962731298632135,1642.1046957288995,96.12327476623211,393.3761075706182,0.7534196807232496,55029187.0,29777105.5,58425914.0,38047504.0,3.375,4.625,6.375,377.643799,398.247131,412.7435,34.671685282389326,0.0,43.76534615885417,6.532178884548611,13.322283832465278,27.321580381944447,9.0586107421875,1094.0,27.0,235.0,55.0,566.0,71.0
Sample155,MINION_MK1D,30,175471788,0,10,12.0,1800.0,1800.0,10716776.0,4265620.0,3401948.0,42290.0,3105.0,38712.0,0.5563198135314874,0.07342161267439111,1373.790660225443,87.87838396362885,253.41158666351384,0.7154733849060576,21433552.0,8531240.0,,,3.125,4.125,6.03703308,380.553253,402.23288,419.309204,34.886239496866864,0.0,32.207162760416665,5.212332335069445,9.529687434895834,45.49417039930556,7.556647070312501,661.0,140.0,409.0,71.0,688.0,79.0
Sample155,MINION_MK1D,60,175471788,0,10,12.0,1800.0,3600.0,23654874.0,10459206.0,6568987.0,82246.0,7053.0,74709.0,0.6142287675503796,0.08575493033095835,1482.9442790301998,87.92765262552035,287.6112394523746,0.7198598056366734,23654874.0,10459206.0,25876196.0,12387172.0,3.125,4.21266127,5.875,369.055939,395.548645,411.110382,34.70198020935059,0.0,28.974270073784723,4.004611393229167,8.191129361979167,54.35106063368056,4.478928537326389,661.0,140.0,409.0,71.0,688.0,79.0
Sample155,MINION_MK1D,120,175471788,0,10,12.0,1800.0,7200.0,50701588.0,27326216.0,12138922.0,147574.0,16622.0,130348.0,0.6924140490779482,0.11263501700841612,1643.9788232463002,93.1270291834167,343.5672137368371,0.7783807087067963,25350794.0,13663108.0,28947052.0,18892734.0,3.30612159,4.30612135,6.125,376.737061,399.191925,415.756622,34.81615816752116,0.0,26.932538606770834,3.537682638888889,7.762698719618056,55.62731924913195,6.139760785590278,500.0,73.0,486.0,70.0,834.0,85.0
Sample157,MINION_MK1D,30,573198987,0,10,12.0,1800.0,1800.0,21810404.0,10364288.0,7173863.0,88750.0,6018.0,82447.0,0.590956709176469,0.06780845070422535,1722.2146892655367,87.0118136499812,245.7510309859155,0.8041185757035954,43620808.0,20728576.0,,,3.375,4.29414415,6.125,382.970093,404.91922,420.164825,34.85982526143392,0.0,55.27164743923611,4.083026041666667,12.26875978732639,19.160690429687502,9.215876302083334,1553.0,3.0,155.0,49.0,230.0,58.0
Sample157,MINION_MK1D,60,573198987,0,10,12.0,1800.0,3600.0,52817418.0,28229996.0,13585924.0,163937.0,14384.0,149126.0,0.6751016359319608,0.08774102246594728,1962.5970522803113,91.10365730992584,322.18119155529257,0.7917070084720915,52817418.0,28229996.0,62014028.0,35731416.0,3.375,4.20475626,6.125,377.506775,398.561127,412.70282,34.55541547139486,0.0,56.096932703993055,4.312954405381944,14.763040603298611,17.44429435763889,7.3827779296875,1553.0,3.0,155.0,49.0,230.0,58.0
Sample157,MINION_MK1D,120,573198987,0,10,12.0,1800.0,7200.0,118035229.0,70019993.0,25420089.0,294350.0,33017.0,260980.0,0.7336539484532295,0.11216918634278919,2120.725474755429,97.40244080006131,401.0029862408697,0.8085728541264574,59017614.5,35009996.5,64151006.0,41223334.0,3.375,4.2145443,6.21351194,377.444977,398.68576,412.862244,34.55297037760417,0.0,50.294941145833334,5.107088715277778,13.191407942708334,21.839213975694445,9.567348220486112,1314.0,5.0,258.0,51.0,369.0,51.0
Sample158,MINION_MK1D,30,48221626,0,10,3.0,600.0,1800.0,9012549.0,6240755.0,735053.0,15399.0,11851.0,3208.0,0.8946282638512987,0.7695954282745633,526.601552611594,229.13123441396507,585.2684589908436,0.7740105490688595,18025098.0,12481510.0,23899944.0,15325284.0,10.375,14.125,18.875,369.866974,392.215088,415.340546,35.080274963378905,0.0,29.316190755208336,45.982461328125005,9.764305859375,9.306522526041666,5.63051953125,1603.0,5.0,92.0,66.0,228.0,54.0
Sample158,MINION_MK1D,60,48221626,0,10,3.0,600.0,3600.0,22619357.0,14452737.0,1691358.0,33142.0,26198.0,6805.0,0.8952336442519695,0.7904773399312052,551.6732956714253,248.5463629684056,682.4982499547402,0.7137291745295854,22619357.0,14452737.0,33471114.0,16025478.0,10.375,13.625,18.625,364.142822,397.414124,421.59491,35.30283050537109,0.0,26.79448209635417,47.508665429687504,10.0284884765625,9.946295963541667,5.722068033854167,1603.0,5.0,92.0,66.0,228.0,54.0
Sample158,MINION_MK1D,120,48221626,0,10,3.0,600.0,7200.0,60965969.0,30273887.0,3643158.0,68612.0,54141.0,13992.0,0.8925862202913019,0.7890893721214948,559.1674885945956,260.37435677530016,888.5613158048155,0.5563274980505928,30482984.5,15136943.5,26177772.0,17895408.0,10.375,14.875,19.125,377.657074,401.610687,424.286346,35.30679054260254,0.0,24.902324804687503,46.51141158854167,11.045702083333333,11.467523632812501,6.073037890625001,1371.0,45.0,136.0,66.0,367.0,63.0
Sample159,MINION_MK1D,30,763767231,0,10,3.0,600.0,1800.0,97486593.0,90939436.0,5594231.0,55842.0,48095.0,7338.0,0.9420489123240289,0.8612692955123383,1890.8293169768167,762.3645407467975,1745.7575480820888,0.9902250558699902,194973186.0,181878872.0,243894588.0,230113698.0,13.625,18.125,21.625,371.635956,396.766266,417.14743,35.68855857849121,0.0,58.71158098958334,11.6207859375,8.020390104166667,17.778700325520834,3.868542643229167,1152.0,24.0,140.0,85.0,599.0,48.0
Sample159,MINION_MK1D,60,763767231,0,10,3.0,600.0,3600.0,238787048.0,219242901.0,13207159.0,123830.0,107954.0,15102.0,0.9431828109659339,0.871791972866026,2030.8918706115567,874.5304595417825,1928.345699749657,0.9734617599527425,238787048.0,219242901.0,299318268.0,264312552.0,13.875,18.375,21.625,374.393646,399.00766,418.908905,35.811377334594724,0.0,61.19331015625,9.3922890625,7.229445703125,18.841832942708333,3.343122135416667,1152.0,24.0,140.0,85.0,599.0,48.0
Sample159,MINION_MK1D,120,763767231,0,10,3.0,600.0,7200.0,525780457.0,482261096.0,28186693.0,252933.0,223596.0,28632.0,0.94478045824193,0.8840127622730131,2156.841338843271,984.4472268790165,2078.734119312229,0.9708382694794607,262890228.5,241130548.0,305486322.0,289153062.0,14.125,18.625,21.875,374.132599,399.949219,420.459503,35.813528060913086,0.0,59.735446809895834,8.490951041666667,6.9657400390625,21.618626171875,3.1892359375000003,1047.0,34.0,178.0,87.0,652.0,50.0
