sample_label,device_type,horizon_minutes,target_final_passed_bases,device_is_promethion,minimum_q_score_setting,planned_run_limit_hours,series_resolution_seconds,observed_through_seconds,observed_estimated_bases,observed_passed_bases,observed_failed_bases,observed_total_reads,observed_passed_reads,observed_failed_reads,observed_passed_base_fraction,observed_passed_read_fraction,observed_mean_passed_read_length,observed_mean_failed_read_length,observed_mean_estimated_read_length,observed_basecalling_completion_ratio,observed_average_estimated_bases_per_hour,observed_average_passed_bases_per_hour,observed_recent_estimated_bases_per_hour,observed_recent_passed_bases_per_hour,observed_qscore_lower,observed_qscore_mode,observed_qscore_upper,observed_translocation_q25,observed_translocation_median,observed_translocation_q75,observed_temperature,observed_target_temperature,pore_activity_sequencing_percent,pore_activity_pore_available_percent,pore_activity_unavailable_percent,pore_activity_inactive_percent,pore_activity_unclassified_percent,pore_scan_pore_available_count,pore_scan_reserved_pore_count,pore_scan_unavailable_count,pore_scan_saturated_count,pore_scan_zero_count,pore_scan_inactive_count
Sample70,MINION_MK1D,120,14319381,0,10,3.0,600.0,7200.0,32081673.0,7392031.0,1432878.0,12219.0,5929.0,5689.0,0.8376325466925495,0.4852279237253458,1246.758475290943,251.86816663737036,2625.5563466732137,0.2750763340802084,16040836.5,3696015.5,16419174.0,5031720.0,2.625,6.375,18.375,361.649292,405.231842,445.066284,34.435708618164064,0.0,14.4517482421875,40.583675651041666,8.6791873046875,31.87495572916667,4.410433072916667,820.0,15.0,631.0,8.0,416.0,158.0
Sample71,MINION_MK1D,30,281211,0,10,5.0,1800.0,1800.0,2673054.0,24007.0,258316.0,879.0,49.0,704.0,0.08503380879347414,0.055745164960182024,489.9387755102041,366.9261363636364,3041.0170648464164,0.1056181431426376,5346108.0,48014.0,,,1.7180233,2.90087199,4.64767456,95.4167862,362.565887,496.378204,34.924967193603514,0.0,23.578557183159724,39.085142578125,8.318685264756946,22.19152016059028,6.826094813368056,1144.0,39.0,291.0,11.0,432.0,131.0
Sample71,MINION_MK1D,60,281211,0,10,5.0,1800.0,3600.0,9418111.0,34246.0,532673.0,1823.0,140.0,1490.0,0.06040721866792258,0.07679648930334614,244.61428571428573,357.4986577181208,5166.2704333516185,0.060194554937821394,9418111.0,34246.0,13490114.0,20478.0,1.70686817,2.95686817,4.71538448,139.799652,240.521042,240.521042,34.92618726094564,0.0,21.169207421875,46.71140247395834,7.653035199652778,20.771985394965277,3.6943695095486113,1144.0,39.0,291.0,11.0,432.0,131.0
Sample71,MINION_MK1D,120,281211,0,10,5.0,1800.0,7200.0,24796123.0,125497.0,1143478.0,4142.0,446.0,3459.0,0.09889635335605508,0.10767745050700145,281.3834080717489,330.58051459959523,5986.509657170449,0.05117634720556919,12398061.5,62748.5,19954960.0,46312.0,1.67711866,2.92330503,5.85614395,115.453575,340.545135,466.372,34.926409276326496,0.0,15.62526408420139,42.262061436631946,7.827154535590278,25.911236675347222,8.374283268229167,992.0,74.0,363.0,10.0,479.0,130.0
Sample72,MINION_MK1D,30,279219832,0,10,5.0,1800.0,1800.0,30229906.0,26834471.0,2023657.0,23419.0,19265.0,3561.0,0.9298756662247808,0.8226226568171143,1392.9131066701273,568.2833473743331,1290.8282164054826,0.9546218238323334,60459812.0,53668942.0,,,11.2186813,15.3123627,19.8123417,371.681091,400.795868,427.984741,34.92495981852213,0.0,22.748577690972223,18.032968750000002,7.450525607638889,45.37028980034722,6.397638151041667,579.0,74.0,581.0,16.0,682.0,116.0
Sample72,MINION_MK1D,60,279219832,0,10,5.0,1800.0,3600.0,64933512.0,57306070.0,3859679.0,49092.0,41264.0,7255.0,0.936898034225004,0.8405442842010918,1388.7667215975184,532.0026188835286,1322.690295771205,0.9419750621220057,64933512.0,57306070.0,69407212.0,60943198.0,11.1279249,15.9604387,19.875,371.331665,400.77597,429.18161,34.925842157999675,0.0,22.504933289930555,19.61221098090278,6.885347808159723,47.447946875,3.5495610460069447,579.0,74.0,581.0,16.0,682.0,116.0
Sample72,MINION_MK1D,120,279219832,0,10,5.0,1800.0,7200.0,132941694.0,113073890.0,7413296.0,99085.0,83780.0,14600.0,0.9384723285013894,0.845536660443054,1349.6525423728813,507.76,1341.693434929606,0.9063160124919124,66470847.0,56536945.0,68988780.0,54298822.0,11.1825657,14.7198334,19.8174343,374.844604,404.033508,431.956787,34.92641665140788,0.0,20.197619639756944,17.35122536892361,6.9199232421875,48.301117773437504,7.230113975694445,556.0,100.0,573.0,19.0,683.0,117.0
Sample74,MINION_MK1D,30,22429596,0,10,12.0,1800.0,1800.0,2165022.0,1478761.0,117271.0,867.0,673.0,98.0,0.9265234030395381,0.776239907727797,2197.2674591381874,1196.642857142857,2497.1418685121107,0.7371897375638677,4330044.0,2957522.0,,,14.7581806,17.980051,20.9418774,381.710754,400.748444,414.531219,34.92786610921224,0.0,2.334560134548611,54.672328255208335,5.036728450520833,32.76515750868056,5.191225651041667,737.0,1.0,102.0,117.0,695.0,396.0
Sample74,MINION_MK1D,60,22429596,0,10,12.0,1800.0,3600.0,4808343.0,3328120.0,277350.0,1736.0,1416.0,213.0,0.9230752162686141,0.815668202764977,2350.367231638418,1302.112676056338,2769.7828341013824,0.7498362741593102,4808343.0,3328120.0,5286642.0,3698718.0,15.6330185,17.3729954,20.5396614,378.276215,400.301666,416.447296,34.92706769307454,0.0,2.2444733289930556,54.991957530381946,4.384699327256945,36.15866134982639,2.220208463541667,737.0,1.0,102.0,117.0,695.0,396.0
Sample74,MINION_MK1D,120,22429596,0,10,12.0,1800.0,7200.0,10134894.0,6701509.0,596088.0,3479.0,2736.0,681.0,0.9183172214086363,0.7864328830123599,2449.3819444444443,875.3127753303964,2913.162977867203,0.7200467020178011,5067447.0,3350754.5,6111566.0,3396786.0,14.9840097,18.7639275,20.890131,380.2341,403.181152,415.766296,34.92654609680176,0.0,1.5808121527777779,45.99109301215278,3.743824435763889,44.82701736111111,3.8572530381944445,557.0,5.0,151.0,119.0,824.0,392.0
Sample75,MINION_MK1D,30,618524268,0,10,2.0,600.0,1800.0,105646344.0,101378602.0,6136506.0,79222.0,71471.0,7308.0,0.9429242446559232,0.9021610158794274,1418.4578640287668,839.6970443349753,1333.5480548332534,1.017688865787916,211292688.0,202757204.0,284849484.0,275022984.0,12.875,18.375,21.875,372.414764,396.365387,416.425964,35.43731689453125,0.0,45.15906302083334,34.71190748697917,6.338097786458333,11.504596093750001,2.2863356119791667,1274.0,1.0,156.0,223.0,160.0,234.0
Sample75,MINION_MK1D,60,618524268,0,10,2.0,600.0,3600.0,272592954.0,265167778.0,15762519.0,187864.0,171302.0,16660.0,0.9438917084831189,0.9118404803474854,1547.954945067775,946.1295918367347,1451.0121896691223,1.030585320998429,272592954.0,265167778.0,348404964.0,342698904.0,13.875,18.875,21.625,376.919281,400.115173,420.341827,35.56136817932129,0.0,54.529503710937504,26.139319401041668,4.759118098958334,12.694779166666667,1.8772796223958335,1274.0,1.0,156.0,223.0,160.0,234.0
Sample75,MINION_MK1D,120,618524268,0,10,2.0,600.0,7200.0,633398211.0,617471002.0,33199001.0,397408.0,365744.0,32667.0,0.948977206806935,0.9203236975601901,1688.2600999606282,1016.2855787185845,1593.8235038046541,1.0272684571886168,316699105.5,308735501.0,401229684.0,406500576.0,14.625,18.875,21.875,381.16687,404.466095,423.840576,35.561194610595706,0.0,60.54054340023276,19.589378180636185,4.357627662817896,13.590646070195941,1.9218046861172096,1129.0,14.0,247.0,230.0,210.0,218.0
Sample77,MINION_MK1D,30,66795727,0,10,6.0,1800.0,1800.0,5541513.0,5519027.0,321251.0,4213.0,3789.0,417.0,0.9449938855650365,0.8993591265131735,1456.5919767748746,770.3860911270983,1315.3365772608593,1.0539139762010845,11083026.0,11038054.0,,,12.0094795,17.3983154,20.2777901,383.413147,407.901855,426.675018,34.82374229431152,0.0,1.7481270616319444,7.053016601562501,1.3546722222222223,86.77820980902779,3.0659743055555557,84.0,42.0,263.0,138.0,1077.0,444.0
Sample77,MINION_MK1D,60,66795727,0,10,6.0,1800.0,3600.0,10539910.0,10356572.0,620924.0,7910.0,7179.0,753.0,0.9434366452968874,0.9075853350189633,1442.6204206714026,824.6002656042497,1332.479140328698,1.0415170528021587,10539910.0,10356572.0,9996794.0,9675090.0,11.8202829,16.9925194,20.2895546,373.679932,397.131897,416.345062,34.4370423634847,0.0,1.5075688151041668,6.163417491319445,0.6354104166666666,91.35185167100695,0.3417516059027778,84.0,42.0,263.0,138.0,1077.0,444.0
Sample77,MINION_MK1D,120,66795727,0,10,6.0,1800.0,7200.0,22504789.0,21253347.0,1514397.0,16267.0,14575.0,1723.0,0.9334849776947598,0.8959857379971722,1458.2056260720412,878.9303540336622,1383.4627774021023,1.0116844019288518,11252394.5,10626673.5,15163226.0,13251622.0,12.0659952,17.2866859,20.7239208,369.343475,396.357208,418.492645,34.49174550374349,0.0,2.219084830729167,7.965381966145833,1.5497844618055556,85.80805837673611,2.4576903645833332,103.0,30.0,265.0,144.0,1069.0,437.0
Sample78,MINION_MK1D,30,242971200,0,10,4.0,1800.0,1800.0,31280512.0,26128330.0,1837362.0,20333.0,18028.0,2206.0,0.934299426597418,0.8866374858604239,1449.3193920568006,832.8930190389846,1538.4110559189494,0.8940292281660863,62561024.0,52256660.0,,,13.125,18.0872631,21.0872631,361.012,395.853027,418.84848,35.13482487996419,0.0,23.489043250868058,36.06990243055556,7.432075868055556,27.0903345703125,5.918643880208333,936.0,21.0,263.0,316.0,263.0,249.0
Sample78,MINION_MK1D,60,242971200,0,10,4.0,1800.0,3600.0,72275266.0,57990200.0,4282756.0,44997.0,39882.0,4896.0,0.9312260686645419,0.8863257550503367,1454.0444310716614,874.7459150326797,1606.2241038291443,0.8616081191593262,72275266.0,57990200.0,81989508.0,63723740.0,12.875,17.6239052,20.7088356,359.395935,398.659302,423.091888,35.42074038187663,0.0,27.73676720920139,35.69502426215278,7.2630933593750004,25.913962847222223,3.3911523220486113,936.0,21.0,263.0,316.0,263.0,249.0
Sample78,MINION_MK1D,120,242971200,0,10,4.0,1800.0,7200.0,163350176.0,117508649.0,9067930.0,91968.0,81559.0,10217.0,0.9283601273502581,0.8868193284620738,1440.7808948123445,887.5335225604385,1776.1631871955462,0.7748787427079357,81675088.0,58754324.5,99016782.0,57223584.0,13.0061626,17.3443451,20.9688683,361.484955,401.149536,425.990875,35.43768831888835,0.0,22.758343164062502,27.724451519097222,6.884364973958333,35.26011115451389,7.372729188368056,755.0,77.0,304.0,327.0,349.0,236.0
Sample79,MINION_MK1D,30,2690871,0,10,9.0,1800.0,1800.0,147915.0,125078.0,3842.0,123.0,105.0,13.0,0.9701985727582997,0.8536585365853658,1191.2190476190476,295.53846153846155,1202.560975609756,0.8715816516242436,295830.0,250156.0,,,11.5335369,14.7510166,16.9827232,313.299774,350.010101,384.921906,34.92788416544597,0.0,0.23442361111111112,1.1511253689236112,0.11732790798611112,96.28103181423612,2.2160912977430556,14.0,0.0,27.0,51.0,1926.0,30.0
Sample79,MINION_MK1D,60,2690871,0,10,9.0,1800.0,3600.0,463348.0,403673.0,12871.0,357.0,311.0,38.0,0.9691005031881386,0.8711484593837535,1297.983922829582,338.7105263157895,1297.8935574229693,0.8989873701839654,463348.0,403673.0,630866.0,557190.0,10.5,15.5,18.0963974,340.800415,367.879089,391.052826,34.92774620056152,0.0,0.27745564236111114,0.8637837239583334,0.10227686631944445,98.68842055121529,0.06806321614583334,14.0,0.0,27.0,51.0,1926.0,30.0
Sample79,MINION_MK1D,120,2690871,0,10,9.0,1800.0,7200.0,790818.0,693935.0,33597.0,594.0,525.0,68.0,0.9538205879603922,0.8838383838383839,1321.7809523809524,494.0735294117647,1331.3434343434344,0.919974001603403,395409.0,346967.5,165150.0,98168.0,10.0236483,15.6452703,16.4290543,324.70816,347.79184,391.438965,34.92687021891276,0.0,0.059629513888888895,0.25766124131944446,0.20867037760416668,97.79388174913196,1.6801571180555557,7.0,4.0,26.0,106.0,1874.0,31.0
Sample80,MINION_MK1D,30,126261229,0,10,12.0,1800.0,1800.0,8249853.0,2718990.0,2128759.0,22802.0,2208.0,20410.0,0.5608768110725204,0.09683361108674678,1231.4266304347825,104.29980401763841,361.80392070870977,0.5876164096499659,16499706.0,5437980.0,,,3.125,4.125,6.2819972,355.948273,389.655,410.317047,34.924909845987955,0.0,40.16821781684028,18.54545900607639,9.296794075520834,24.49413747829861,7.495391623263889,1008.0,5.0,314.0,106.0,340.0,275.0
Sample80,MINION_MK1D,60,126261229,0,10,12.0,1800.0,3600.0,19718456.0,6223784.0,4677395.0,49712.0,4913.0,44443.0,0.5709276033353824,0.09882925651754104,1266.7991044168532,105.24480795625858,396.65384615384613,0.5528414090839566,19718456.0,6223784.0,22937206.0,7009588.0,3.20702434,4.28904867,6.375,364.041504,395.460327,416.067902,35.13690083821614,0.0,41.4135916015625,19.036155403645836,10.530109461805557,23.6496982421875,5.370445290798611,1008.0,5.0,314.0,106.0,340.0,275.0
Sample80,MINION_MK1D,120,126261229,0,10,12.0,1800.0,7200.0,45288366.0,14641017.0,8886257.0,96118.0,10776.0,85136.0,0.6222997615448351,0.11211219542645498,1358.668986636971,104.377196485623,471.1746603133648,0.519499290391709,22644183.0,7320508.5,27939018.0,8903628.0,3.28187251,4.37055254,6.375,371.050629,401.044067,419.052826,35.31211446126302,0.0,35.036393901909726,16.466611176215277,9.486141189236111,31.367811436631946,7.643042296006945,850.0,26.0,359.0,122.0,395.0,296.0
Sample81,MINION_MK1D,30,328560839,0,10,12.0,1800.0,1800.0,13227736.0,9086182.0,2106442.0,21943.0,3318.0,18172.0,0.8118008788645094,0.15120995306020144,2738.4514767932487,115.91690512876954,602.8225857904571,0.8461481239117563,26455472.0,18172364.0,,,3.05001354,3.96155238,5.7865386,381.327454,406.964661,423.577484,34.83260383605957,0.0,34.54711043836806,8.673847764756944,8.029149978298612,41.42462951388889,7.3252623046875005,925.0,29.0,217.0,26.0,781.0,70.0
Sample81,MINION_MK1D,60,328560839,0,10,12.0,1800.0,3600.0,31087569.0,22649579.0,4126612.0,39706.0,8068.0,31468.0,0.8458850252450022,0.20319347201934215,2807.33502726822,131.1367738655142,782.9438623885559,0.8613150484684087,31087569.0,22649579.0,35719666.0,27126794.0,2.875,3.875,5.875,372.03006,397.309937,412.501678,34.43124402364095,0.0,31.054592881944448,11.158392144097222,8.012922721354167,45.30355093315973,4.470541319444445,925.0,29.0,217.0,26.0,781.0,70.0
Sample81,MINION_MK1D,120,328560839,0,10,12.0,1800.0,7200.0,75321761.0,52519882.0,8555554.0,74201.0,18272.0,55775.0,0.8599182492942007,0.24625005053840246,2874.336799474606,153.39406544150606,1015.1043921240954,0.8108604364680215,37660880.5,26259941.0,47771214.0,29819736.0,3.125,4.125,6.23196459,377.965485,399.81369,416.789062,34.431898244222005,0.0,31.704445811631945,11.525771267361112,7.4553762803819446,42.84365948350695,6.470747157118056,822.0,39.0,224.0,42.0,845.0,76.0
Sample82,MINION_MK1D,30,304344430,0,10,6.0,1800.0,1800.0,81548101.0,9652913.0,40508735.0,155365.0,3842.0,151942.0,0.19243612171593724,0.0247288642873234,2512.470848516398,266.6065669795053,524.8807710874393,0.6151173035899389,163096202.0,19305826.0,,,3.2077024,3.80212736,5.125,363.24942,406.455872,429.930542,34.831769688924155,0.0,44.399562131076394,4.298223806423612,16.027049457465278,25.61653680555556,9.658627799479166,1229.0,4.0,300.0,104.0,299.0,112.0
Sample82,MINION_MK1D,60,304344430,0,10,6.0,1800.0,3600.0,175305853.0,28743447.0,78143401.0,263731.0,10775.0,254711.0,0.26891472185614457,0.04085602375147404,2667.6052900232016,306.79240786616987,664.7146258877417,0.6097163681123642,175305853.0,28743447.0,187515504.0,38181068.0,3.125,3.875,4.875,357.279297,399.092499,421.961548,34.55999514261882,0.0,44.029558311631945,4.614599609375,17.320984375000002,27.29680807291667,6.7380496310763895,1229.0,4.0,300.0,104.0,299.0,112.0
Sample82,MINION_MK1D,120,304344430,0,10,6.0,1800.0,7200.0,318440850.0,81426020.0,120534939.0,424157.0,29786.0,398589.0,0.4031770318539634,0.07022399724630267,2733.7010676156583,302.4040778847384,750.7617462401894,0.6342181255953814,159220425.0,40713010.0,109642354.0,55500432.0,3.125,3.9616437,5.74809217,380.812164,409.877869,428.755219,34.5551264444987,0.0,34.669615234375,5.798999913194445,13.751206814236111,34.32752779947917,11.452650238715279,887.0,9.0,552.0,103.0,376.0,121.0
Sample83,MINION_MK1D,30,752878313,0,10,6.0,1800.0,1800.0,75654807.0,65606733.0,3999974.0,50786.0,45829.0,4397.0,0.9425346468408569,0.902394360650573,1431.5549761068319,909.7052535819877,1489.6783956208403,0.9200566330173838,151309614.0,131213466.0,,,13.2212048,17.0674095,20.4939785,344.153198,389.948273,416.333435,35.400164413452146,0.0,35.34683832465278,19.84767265625,15.985777712673611,20.688865364583336,8.130845941840278,1139.0,5.0,273.0,95.0,372.0,164.0
Sample83,MINION_MK1D,60,752878313,0,10,6.0,1800.0,3600.0,166608179.0,143662177.0,8943108.0,106901.0,97717.0,9010.0,0.9413971278910819,0.9140887363074246,1470.186119099031,992.5758046614873,1558.5277873920732,0.9159531417722295,166608179.0,143662177.0,181906744.0,156110888.0,13.4568033,17.0387859,20.5401955,350.950104,399.098114,425.06073,35.80110028584798,0.0,35.32566716579861,18.11840299479167,17.509593033854166,23.816319835069446,5.230016970486111,1139.0,5.0,273.0,95.0,372.0,164.0
Sample83,MINION_MK1D,120,752878313,0,10,6.0,1800.0,7200.0,343112536.0,284965593.0,18823978.0,206675.0,189193.0,17256.0,0.9380361283040884,0.9154130881819281,1506.216366356049,1090.8656699119147,1660.1550066529576,0.8853933888326365,171556268.0,142482796.5,182941834.0,140052676.0,13.625,17.2763329,20.625,351.713531,399.025238,424.059174,35.80179913838705,0.0,29.598329101562502,13.468173936631946,12.515336458333334,36.34085392795139,8.077306575520833,687.0,13.0,554.0,101.0,522.0,171.0
Sample85,MINION_MK1D,30,66026530,0,10,6.0,1800.0,1800.0,16120569.0,6262668.0,1366740.0,18500.0,6615.0,11360.0,0.8208589709712732,0.3575675675675676,946.7374149659864,120.31161971830986,871.3821081081081,0.4732716320373059,32241138.0,12525336.0,,,2.46485305,4.20692492,6.21485281,328.718414,361.046,382.214752,35.14012807210286,0.0,22.98703088107639,18.824614735243056,6.857241818576389,46.108994509548616,5.222118055555556,646.0,23.0,504.0,169.0,348.0,358.0
Sample85,MINION_MK1D,60,66026530,0,10,6.0,1800.0,3600.0,39995531.0,14113661.0,2863153.0,36419.0,15139.0,20905.0,0.8313492154652811,0.41568961256486997,932.2716824096703,136.96020090887347,1098.2050852576951,0.4244677736620124,39995531.0,14113661.0,47749924.0,15701986.0,2.875,4.54404974,13.8584166,343.401,375.614777,397.274048,35.92969220479329,0.0,19.8194455078125,14.204069986979167,5.090903667534723,59.237839778645835,1.647741059027778,646.0,23.0,504.0,169.0,348.0,358.0
Sample85,MINION_MK1D,120,66026530,0,10,6.0,1800.0,7200.0,85725761.0,27053031.0,5262965.0,64556.0,29470.0,34739.0,0.8371405603590246,0.4565028812194064,917.9854428232101,151.50018710958864,1327.9286356031973,0.3769694852869256,42862880.5,13526515.5,48213540.0,10547754.0,2.95681238,4.45681238,17.9690647,347.910767,379.59787,399.713715,35.931488291422525,0.0,10.124848480902779,8.572345052083334,2.720090256076389,74.5170525390625,4.065663671875,320.0,27.0,531.0,172.0,353.0,645.0
Sample86,MINION_MK1D,30,68519667,0,10,6.0,1800.0,1800.0,2819037.0,1331146.0,307311.0,2794.0,557.0,1898.0,0.8124387762388637,0.19935576234788832,2389.8491921005384,161.9130663856691,1008.9609878310665,0.5812115981450403,5638074.0,2662292.0,,,2.625,4.42963743,6.88157415,340.546173,364.920258,386.31424,34.92667465209961,0.0,5.828176866319445,7.1148321397569445,2.1126923611111112,81.78127048611111,3.163028146701389,182.0,78.0,331.0,153.0,959.0,345.0
Sample86,MINION_MK1D,60,68519667,0,10,6.0,1800.0,3600.0,8347558.0,5955706.0,831618.0,7001.0,2142.0,4581.0,0.8774748339699121,0.30595629195829166,2780.4416433239962,181.53634577603142,1192.3379517211827,0.8130909662442597,8347558.0,5955706.0,11057042.0,9249120.0,2.875,4.45740271,14.3848028,337.113831,366.645905,389.17392,35.14586931864421,0.0,7.741798806423612,4.7138650390625,1.2007865234375001,85.88387408854167,0.45967554253472226,182.0,78.0,331.0,153.0,959.0,345.0
Sample86,MINION_MK1D,120,68519667,0,10,6.0,1800.0,7200.0,23925823.0,17484524.0,2143731.0,16963.0,7073.0,9453.0,0.8907834140120964,0.4169663385014443,2472.0096140251662,226.7778483021263,1410.4712020279433,0.8203795121279631,11962911.5,8742262.0,15285818.0,12228552.0,2.95025253,9.25782871,19.6386356,363.121429,382.578308,401.616638,35.93089332580566,0.0,8.214948589409723,4.465376540798611,1.6396856770833335,83.20810327690972,2.471885915798611,205.0,40.0,351.0,147.0,952.0,353.0
Sample87,MINION_MK1D,30,132079,0,10,6.0,1800.0,1800.0,605068.0,132079.0,245622.0,3415.0,96.0,3318.0,0.34969195209967674,0.028111273792093706,1375.8229166666667,74.02712477396021,177.17950219619325,0.6242290122763061,1210136.0,264158.0,,,2.87463379,3.8744874,5.62412119,372.234924,395.260376,412.595123,34.927219263712566,0.0,2.9472916666666666,1.0396728515625,5.866372178819445,85.43557899305556,4.711084309895834,821.0,7.0,701.0,13.0,428.0,78.0
Sample87,MINION_MK1D,60,132079,0,10,6.0,1800.0,3600.0,605068.0,132079.0,245622.0,3415.0,96.0,3318.0,0.34969195209967674,0.028111273792093706,1375.8229166666667,74.02712477396021,177.17950219619325,0.6242290122763061,605068.0,132079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.927136484781904,0.0,0.0,0.0,0.0,100.0,0.0,821.0,7.0,701.0,13.0,428.0,78.0
Sample87,MINION_MK1D,120,132079,0,10,6.0,1800.0,7200.0,605068.0,132079.0,245622.0,3415.0,96.0,3318.0,0.34969195209967674,0.028111273792093706,1375.8229166666667,74.02712477396021,177.17950219619325,0.6242290122763061,302534.0,66039.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9272268931071,0.0,0.0,0.0,0.001919140625,98.42487549913194,1.5732053602430556,0.0,0.0,0.0,30.0,2017.0,1.0
Sample88,MINION_MK1D,30,1229466,0,10,6.0,1800.0,1800.0,145784.0,117799.0,29658.0,64.0,44.0,15.0,0.7988701791030606,0.6875,2677.25,1977.2,2277.875,1.0114758821269825,291568.0,235598.0,,,10.09375,13.359375,15.40625,360.033783,388.019897,418.339752,34.93936665852865,0.0,0.07732625868055557,0.09997543402777778,0.27078938802083335,97.31303207465278,2.238876844618056,6.0,3.0,80.0,92.0,1856.0,11.0
Sample88,MINION_MK1D,60,1229466,0,10,6.0,1800.0,3600.0,218447.0,204720.0,30104.0,108.0,90.0,17.0,0.8718018601165128,0.8333333333333334,2274.6666666666665,1770.8235294117646,2022.6574074074074,1.0749701300544297,218447.0,204720.0,145326.0,173842.0,13.693182,18.517046,20.210228,384.698578,394.033264,414.603119,34.938822682698564,0.0,0.02782287326388889,0.021838910590277778,0.13131972656250002,99.79433834635417,0.024680143229166666,6.0,3.0,80.0,92.0,1856.0,11.0
Sample88,MINION_MK1D,120,1229466,0,10,6.0,1800.0,7200.0,571352.0,586707.0,36236.0,278.0,254.0,24.0,0.941830954035923,0.9136690647482014,2309.8700787401576,1509.8333333333333,2055.223021582734,1.0902963497108613,285676.0,293353.5,694982.0,752330.0,13.6934528,15.7961311,20.5401783,379.623535,399.489777,423.518616,34.93823458353678,0.0,0.1476535373263889,0.49908448350694445,0.3358018663194445,97.17509205729168,1.8423680555555557,8.0,2.0,191.0,117.0,1715.0,15.0
Sample89,MINION_MK1D,30,320344535,0,10,3.0,600.0,1800.0,55449770.0,51769852.0,4257188.0,27169.0,23098.0,3874.0,0.9240154753847428,0.8501601089476978,2241.3131872889426,1098.9127516778524,2040.9205344326253,1.0104106833986868,110899540.0,103539704.0,127671918.0,120964530.0,12.875,17.125,19.875,374.430267,400.670746,421.111206,34.936893463134766,0.0,22.804759765625,10.953931315104168,10.551646549479168,51.841819921875,3.847842447916667,532.0,44.0,501.0,127.0,773.0,71.0
Sample89,MINION_MK1D,60,320344535,0,10,3.0,600.0,3600.0,112890822.0,106626539.0,7787548.0,53554.0,46233.0,6652.0,0.9319354093172111,0.8632968592448743,2306.2863971622,1170.7077570655442,2107.981140531053,1.013493258114464,112890822.0,106626539.0,107621016.0,102460134.0,12.875,17.375,20.125,374.435547,401.405273,420.298187,34.939761352539065,0.0,18.134275976562503,7.528918424479167,8.386666536458334,62.9986119140625,2.9515271484375,532.0,44.0,501.0,127.0,773.0,71.0
Sample89,MINION_MK1D,120,320344535,0,10,3.0,600.0,7200.0,223470024.0,208362203.0,14659046.0,100883.0,88342.0,12163.0,0.9342706308671063,0.875687677804982,2358.5859840166627,1205.2163117651894,2215.1405489527474,0.9979917888226476,111735012.0,104181101.5,135726984.0,120239274.0,12.125,16.625,19.875,367.050049,400.650238,420.732513,34.93830757141113,0.0,22.615330794270836,7.325830859375,6.526074934895834,61.29838489583334,2.234378515625,352.0,35.0,598.0,147.0,848.0,68.0
Sample91,MINION_MK1D,30,106244863,0,10,6.0,1800.0,1800.0,29225536.0,6780529.0,13625338.0,93564.0,11596.0,81716.0,0.33228330852102483,0.12393655679534864,584.7299931010693,166.74014880806698,312.35877046727376,0.6982204535102453,58451072.0,13561058.0,,,3.375,4.03061295,5.46938705,363.141022,398.779724,426.068054,35.06918818155925,0.0,22.667655924479167,2.771807118055556,6.855405837673612,62.393396983506946,5.311734136284723,352.0,37.0,487.0,268.0,855.0,49.0
Sample91,MINION_MK1D,60,106244863,0,10,6.0,1800.0,3600.0,62197641.0,16138212.0,27433962.0,172405.0,26429.0,146461.0,0.3703788569282772,0.15329601809692295,610.625146619244,187.31240398467853,360.7647168005568,0.7005438357380789,62197641.0,16138212.0,65944210.0,18715366.0,3.375,3.95625877,5.54374123,363.84906,399.357727,424.733887,35.07623761494954,0.0,20.958851888020835,2.49941796875,5.503718641493056,68.51018726128473,2.527824240451389,352.0,37.0,487.0,268.0,855.0,49.0
Sample91,MINION_MK1D,120,106244863,0,10,6.0,1800.0,7200.0,118905186.0,35667532.0,48543512.0,296095.0,56596.0,240744.0,0.42354933873044015,0.19114135665918033,630.2129479115132,201.6395507260825,401.5778246846451,0.7082201107696009,59452593.0,17833766.0,59018038.0,21022558.0,3.375,3.9424336,5.55756617,361.193085,399.223022,423.595856,35.06049410502116,0.0,18.9654478515625,2.9536840711805556,5.859772591145834,67.75028986545139,4.470805620659722,286.0,35.0,476.0,286.0,919.0,46.0
Sample92,MINION_MK1D,30,196291446,0,10,6.0,1800.0,1800.0,36641494.0,10003267.0,16397645.0,187963.0,9994.0,177406.0,0.3788985395656029,0.05317003878422881,1000.9272563538123,92.4300474617544,194.93992966700893,0.7205195290344875,73282988.0,20006534.0,,,3.375,4.19674253,6.04028654,383.055328,406.794891,424.915649,34.52615445454915,0.0,44.242308311631945,3.9489244140625,14.924244357638889,26.78708224826389,10.097440668402779,1229.0,9.0,205.0,162.0,351.0,92.0
Sample92,MINION_MK1D,60,196291446,0,10,6.0,1800.0,3600.0,77169452.0,24103368.0,30830970.0,352831.0,22234.0,330317.0,0.43876687837760053,0.06301600482950762,1084.076999190429,93.33752122960671,218.71505621671565,0.7118663742746287,77169452.0,24103368.0,81055916.0,28200202.0,3.375,4.29640532,5.95359468,375.846924,400.695953,417.629181,34.18775469462077,0.0,41.694532356770836,3.8810366536458334,16.286073719618056,30.40833461371528,7.73002265625,1229.0,9.0,205.0,162.0,351.0,92.0
